id,submission_id,category,fields_json,user,created_at
67,14,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T10:50:27.591073
68,11,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T10:51:22.608684
69,19,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T10:59:47.614424
70,6,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:03:08.668869
71,5,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:03:35.311950
72,19,questions,"{""difficulty"": 0, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:04:30.300054
73,13,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:04:51.948147
74,9,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:05:34.145492
75,16,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:06:04.149016
76,10,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:06:43.573384
77,43,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:07:40.244080
78,18,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:10:05.250933
79,20,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:10:48.736211
80,11,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:11:21.942396
81,4,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:11:58.918110
82,1,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:12:31.755146
83,7,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:12:53.441537
84,2,questions,"{""difficulty"": 0, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:13:13.838191
85,3,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:14:17.747617
86,15,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:14:42.243041
87,8,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:15:24.566850
88,22,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:15:41.585235
89,17,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:16:15.556714
90,21,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:16:30.188923
91,14,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:19:39.236828
92,12,questions,"{""difficulty"": 0, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:20:01.784081
93,41,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:21:30.877374
94,16,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:22:35.107451
95,10,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:22:58.396012
96,1,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:23:24.399670
97,20,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:23:52.456177
98,5,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:24:29.842438
99,18,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:25:14.324243
100,6,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:25:24.243213
101,13,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:26:18.256978
102,3,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": """"}",ifurkert,2025-10-26T11:26:39.894611
103,8,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:27:38.427001
104,17,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ifurkert,2025-10-26T11:28:16.810461
105,47,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",tgregorova,2025-10-28T09:03:31.310743
106,62,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",tgregorova,2025-10-28T09:04:09.626815
107,35,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tgregorova,2025-10-28T09:04:30.139761
108,58,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-29T13:18:32.006914
109,100,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-29T18:07:47.108090
110,74,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-29T18:14:48.906124
111,96,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-10-29T18:19:35.502343
112,60,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-29T18:32:57.148987
113,75,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T08:07:40.521035
114,123,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T08:14:19.727062
115,86,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T08:25:10.913473
116,18,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-10-31T08:33:11.683098
117,78,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T08:36:38.135922
118,35,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T08:43:00.930105
119,110,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-10-31T08:47:16.586578
120,122,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-10-31T13:51:33.686312
121,85,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T13:57:53.120199
122,98,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-10-31T14:08:38.632715
123,117,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-10-31T14:13:53.885495
124,143,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": ""Could see this in a longer tale, where the character developpement would be more pronnounced. Here it is a bit hard to believe why the protagonist's character changed so quickly so much.""}",thladnik,2025-11-01T15:02:22.398345
125,192,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T09:34:56.772000
126,56,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",tnadoh,2025-11-02T09:38:38.884650
127,186,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T09:40:23.143766
128,91,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T09:43:21.204323
129,113,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T09:46:34.648797
130,128,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T09:52:05.104529
131,81,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",tnadoh,2025-11-02T09:55:29.606067
132,78,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T10:08:25.300135
133,87,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T10:10:17.730076
134,127,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",tnadoh,2025-11-02T12:35:05.829665
135,23,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:35:41.414496
136,4,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:37:39.494354
137,155,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:38:30.245267
138,156,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:38:43.549392
139,27,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:41:02.438152
140,183,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T12:42:17.708494
141,10,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:02:05.282643
142,193,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:03:15.997942
143,20,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:04:20.027717
144,33,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:05:08.758991
145,198,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:05:54.313542
146,69,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:06:25.323642
147,195,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:10:37.644686
148,139,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:15:22.998443
149,8,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:19:08.183816
150,149,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:19:49.584164
151,53,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T18:20:49.304383
152,27,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",tnadoh,2025-11-02T18:21:26.209590
153,137,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",tnadoh,2025-11-02T20:25:49.673208
154,52,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T20:26:22.366229
155,39,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T20:27:04.603216
156,205,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",tnadoh,2025-11-02T20:28:35.093973
157,92,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T20:29:02.623404
158,93,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",tnadoh,2025-11-02T20:29:17.072957
